sample_lib,Block,Input Conc.,captured_lib,Bait,sequencing_lib,sequencing_run,fastq_file,fastq_path,bam_bai_file,bam_file,bam_bai_file_path,bam_file_path,matching_normal_sl,area_type
MRLP-021,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-021_S87_L007_R1_001.fastq.gz': 'b87885fce614dfdd7de34e52e1fdb35e', 'MRLP-021_S87_L007_R2_001.fastq.gz': '5727cc23cc2af330c1228053f6cce4ac'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-024,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-024_S51_L008_R1_001.fastq.gz': 'acd057e9e782790f23ad7cb1cafbf3b2', 'MRLP-024_S51_L008_R2_001.fastq.gz': '9f4c6cba28b9e3c8fc87a81183f5fe12'}",HiSeqData/BCB004/fastq,{'MRLP-024.deduplicated.realign.bam.bai': ''},{'MRLP-024.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-024,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-024_S88_L007_R1_001.fastq.gz': 'bd419812159b94c27fb22b8b0b5120f9', 'MRLP-024_S88_L007_R2_001.fastq.gz': 'e15addbf7d497e487ddf407b48e89444'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-025,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-025_S52_L008_R1_001.fastq.gz': '8660c764461625b9384ee59d188e11e3', 'MRLP-025_S52_L008_R2_001.fastq.gz': '1ebebd53fbc0a8927908788b1579c5e0'}",HiSeqData/BCB004/fastq,{'MRLP-025.deduplicated.realign.bam.bai': ''},{'MRLP-025.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-025,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-025_S89_L007_R1_001.fastq.gz': '946878f8c591b8a7c7850d699bb71478', 'MRLP-025_S89_L007_R2_001.fastq.gz': 'c7ec7ba5fdc79e160f0552eb68ae35cd'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-026,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB004,"{'MRLP-026_S53_L008_R1_001.fastq.gz': 'c45a8500f9c8e2fc20fcc294150304f0', 'MRLP-026_S53_L008_R2_001.fastq.gz': 'a60e6d1eef24333dcb75c74b6c0c0d2e'}",HiSeqData/BCB004/fastq,{'MRLP-026.deduplicated.realign.bam.bai': ''},{'MRLP-026.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-026,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB011,"{'MRLP-026_S90_L007_R1_001.fastq.gz': '8bacac782e1c15e99bea47f80622ff97', 'MRLP-026_S90_L007_R2_001.fastq.gz': '58c6bba19bb84f7839e153f36cff41e6'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-026,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB012,"{'MRLP-026_S124_L006_R1_001.fastq.gz': 'e8c96c805b86e4235f335e23b5f2926a', 'MRLP-026_S124_L006_R2_001.fastq.gz': '3b624524a300076009755056e90a3d93'}",HiSeqData/BCB012/BCB012,,,,,,
MRLP-027,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB004,"{'MRLP-027_S54_L008_R1_001.fastq.gz': '4e0638986f303ccb98b5c437618634e8', 'MRLP-027_S54_L008_R2_001.fastq.gz': 'c604190d2bc1ce193e0e16f79267899c'}",HiSeqData/BCB004/fastq,{'MRLP-027.deduplicated.realign.bam.bai': ''},{'MRLP-027.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-027,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB011,"{'MRLP-027_S91_L007_R1_001.fastq.gz': '47e7fe741c109439d2ad57aa0b4863b4', 'MRLP-027_S91_L007_R2_001.fastq.gz': '95ea2141353db1234dbf78ade0d092a5'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-027,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB012,"{'MRLP-027_S125_L006_R1_001.fastq.gz': 'eb4ebd711eb2df6dac26a1d3d618b9bc', 'MRLP-027_S125_L006_R2_001.fastq.gz': '06ef44796f7e258c60c9f0b9899e9ec2'}",HiSeqData/BCB012/BCB012,,,,,,
MRLP-029,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-029_S55_L008_R1_001.fastq.gz': '8d1c8cd3ba2805e93a633695c8e86005', 'MRLP-029_S55_L008_R2_001.fastq.gz': '4b6df0f15ad8ef5db422bd7ecff520eb'}",HiSeqData/BCB004/fastq,{'MRLP-029.deduplicated.realign.bam.bai': ''},{'MRLP-029.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-029,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-029_S92_L007_R1_001.fastq.gz': '2a318a11278d409ba0ec4a54f821da95', 'MRLP-029_S92_L007_R2_001.fastq.gz': 'b23f22564887c7b147779883d549c69c'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-030,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB004,"{'MRLP-030_S56_L008_R1_001.fastq.gz': '7b4cf3511780d90f359dcfbdc66751cd', 'MRLP-030_S56_L008_R2_001.fastq.gz': '7c9336db8647ba130ec653773cfc8e87'}",HiSeqData/BCB004/fastq,{'MRLP-030.deduplicated.realign.bam.bai': ''},{'MRLP-030.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-030,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB011,"{'MRLP-030_S93_L007_R1_001.fastq.gz': '21e9fc5e861ac28409308be66c0178fd', 'MRLP-030_S93_L007_R2_001.fastq.gz': 'c3dca0e589fa0a83c37b2bdccbc9d701'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-030,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB012,"{'MRLP-030_S126_L006_R1_001.fastq.gz': '968df3523f22259964900b2c85d256e8', 'MRLP-030_S126_L006_R2_001.fastq.gz': '4547f2a5f6898f3590f347154ea3ef51'}",HiSeqData/BCB012/BCB012,,,,,,
MRLP-031,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB004,"{'MRLP-031_S57_L008_R1_001.fastq.gz': 'a4e9865a8a7a00b1a7c49c4262cfed73', 'MRLP-031_S57_L008_R2_001.fastq.gz': '905e23a7845e174179446acc5dbecd53'}",HiSeqData/BCB004/fastq,{'MRLP-031.deduplicated.realign.bam.bai': ''},{'MRLP-031.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-031,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB011,"{'MRLP-031_S94_L007_R1_001.fastq.gz': '3d43288a6d02120d1e6d8a36cfd06af7', 'MRLP-031_S94_L007_R2_001.fastq.gz': '66982429816bcd41de0e2ccda405b059'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-031,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB012,"{'MRLP-031_S127_L006_R1_001.fastq.gz': '250b12f3c038e4e3ab31add4aff99387', 'MRLP-031_S127_L006_R2_001.fastq.gz': 'db0b5dbc765c96be3529bbac299c5bf2'}",HiSeqData/BCB012/BCB012,,,,,,
MRLP-032,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-032_S58_L008_R1_001.fastq.gz': '40d56f56aa118b3f56c0e6b5c465fc6a', 'MRLP-032_S58_L008_R2_001.fastq.gz': 'cbc1afc5338bd1c55c277b4bc004f67e'}",HiSeqData/BCB004/fastq,{'MRLP-032.deduplicated.realign.bam.bai': ''},{'MRLP-032.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-032,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-032_S95_L007_R1_001.fastq.gz': '124dcbb1b41a19a444ede9395d7a8d6c', 'MRLP-032_S95_L007_R2_001.fastq.gz': '66d120ae1c4306ebf69d3218764bbd1f'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-033,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-033_S59_L008_R1_001.fastq.gz': 'ec5fd055290ff354a4cd3f3c8e375cf3', 'MRLP-033_S59_L008_R2_001.fastq.gz': 'bfd161fddcf06b7a9a710ea9e1819700'}",HiSeqData/BCB004/fastq,{'MRLP-033.deduplicated.realign.bam.bai': ''},{'MRLP-033.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-033,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-033_S96_L007_R1_001.fastq.gz': 'ade27e38fda4f908f01a7a5a27c80d9d', 'MRLP-033_S96_L007_R2_001.fastq.gz': '61cc342655afd4ccbdfed02a891a23ba'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-034,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-034_S60_L008_R1_001.fastq.gz': '8662592490250b8a0874740845216744', 'MRLP-034_S60_L008_R2_001.fastq.gz': '47f51283bee1f822d8788db8aa1ef861'}",HiSeqData/BCB004/fastq,{'MRLP-034.deduplicated.realign.bam.bai': ''},{'MRLP-034.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-034,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-034_S97_L007_R1_001.fastq.gz': 'f4825dae2fff17ba64906db1f04718ef', 'MRLP-034_S97_L007_R2_001.fastq.gz': 'f3da8452dd91be911912ebc9bdfae5f9'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-035,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-035_S61_L008_R1_001.fastq.gz': '267625c693d4c3734a80d6f754d206ee', 'MRLP-035_S61_L008_R2_001.fastq.gz': '33572ed2e09eb9ade5e568d5b98533ea'}",HiSeqData/BCB004/fastq,{'MRLP-035.deduplicated.realign.bam.bai': ''},{'MRLP-035.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-035,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-035_S98_L007_R1_001.fastq.gz': 'af35c56e25e6acf027b3fada2ee5fded', 'MRLP-035_S98_L007_R2_001.fastq.gz': 'c61198b2a9b6be3a863f4c34236dea6a'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-036,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-036_S62_L008_R1_001.fastq.gz': '02fefb83b6bc603ea45bced881a04861', 'MRLP-036_S62_L008_R2_001.fastq.gz': '37a4e9748201d36e20b7fbcba91f95d3'}",HiSeqData/BCB004/fastq,{'MRLP-036.deduplicated.realign.bam.bai': ''},{'MRLP-036.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-036,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-036_S99_L007_R1_001.fastq.gz': 'bab18083297068d05a428145b95ecc3c', 'MRLP-036_S99_L007_R2_001.fastq.gz': '68460bcb6b0c4dd8c662439e8bf8676b'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-037,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB004,"{'MRLP-037_S63_L008_R1_001.fastq.gz': 'a3ad84d2b4243bd4ec3393d88f6a72ed', 'MRLP-037_S63_L008_R2_001.fastq.gz': '1e2aa51776dffb8082a3bd46612de7bf'}",HiSeqData/BCB004/fastq,{'MRLP-037.deduplicated.realign.bam.bai': ''},{'MRLP-037.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-037,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB011,"{'MRLP-037_S100_L007_R1_001.fastq.gz': 'f9809cbb7c566f543c1ed1bc8ae326f8', 'MRLP-037_S100_L007_R2_001.fastq.gz': '82b9326b3c74c7d9caf06e1a1a751b13'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-037,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB012,"{'MRLP-037_S128_L006_R1_001.fastq.gz': '4d508f976adf8211873fee9c8a4463a3', 'MRLP-037_S128_L006_R2_001.fastq.gz': '70d16e9eed69a4c1475f91ce9aa0c97a'}",HiSeqData/BCB012/BCB012,,,,,,
MRLP-038,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-038_S64_L008_R1_001.fastq.gz': '845032d6fdf70b992ed92154ef7db207', 'MRLP-038_S64_L008_R2_001.fastq.gz': '7f16d3395a46e1f50dab962b70b02f58'}",HiSeqData/BCB004/fastq,{'MRLP-038.deduplicated.realign.bam.bai': ''},{'MRLP-038.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-038,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-038_S101_L007_R1_001.fastq.gz': 'e9c63fd43a9375903f08acb966b7c835', 'MRLP-038_S101_L007_R2_001.fastq.gz': '4b07d8ad787ec7c139761df7e092ff25'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-039,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-039_S65_L008_R1_001.fastq.gz': '63dc54a6c0fab6bea37cf8ad3bead90b', 'MRLP-039_S65_L008_R2_001.fastq.gz': '94a40dce567e5f21d558b5c372eaf1e3'}",HiSeqData/BCB004/fastq,{'MRLP-039.deduplicated.realign.bam.bai': ''},{'MRLP-039.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-039,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-039_S102_L007_R1_001.fastq.gz': '26d8a62abcf315c0502dcea7cd841af4', 'MRLP-039_S102_L007_R2_001.fastq.gz': '91ee3e8205903824712896009f724be9'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-040,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB004,"{'MRLP-040_S66_L008_R1_001.fastq.gz': '83a9c079b374d5f702fb42b24c1afb66', 'MRLP-040_S66_L008_R2_001.fastq.gz': '4b864202c69f6812f17ad504a04e8acb'}",HiSeqData/BCB004/fastq,{'MRLP-040.deduplicated.realign.bam.bai': ''},{'MRLP-040.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-040,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB011,"{'MRLP-040_S103_L007_R1_001.fastq.gz': '02f6fe5a774af48fa59d73683b0e6873', 'MRLP-040_S103_L007_R2_001.fastq.gz': '3d765089764abab207939e37478310d9'}",HiSeqData/BCB011/BCB011,,,,,,
MRLP-040,,,"SGPC-09,SGPC-11,SGPC-12",Small Gene Panel,,BCB012,"{'MRLP-040_S129_L006_R1_001.fastq.gz': '24eb6a0cd3ad1b4330ee3e6fa61168db', 'MRLP-040_S129_L006_R2_001.fastq.gz': 'caf3793ba9e0b6379766a68610e8fa8c'}",HiSeqData/BCB012/BCB012,,,,,,
MRLP-041,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-041_S67_L008_R1_001.fastq.gz': 'b0ce253184f9b4c963f29722f97cd0e6', 'MRLP-041_S67_L008_R2_001.fastq.gz': 'a218e4a1915f38c18aaf40adc7f65003'}",HiSeqData/BCB004/fastq,{'MRLP-041.deduplicated.realign.bam.bai': ''},{'MRLP-041.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-042,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-042_S68_L008_R1_001.fastq.gz': '7868271688dfa6915f4bd031fce01eb0', 'MRLP-042_S68_L008_R2_001.fastq.gz': 'f617573816190147af33395ea0aebb27'}",HiSeqData/BCB004/fastq,{'MRLP-042.deduplicated.realign.bam.bai': ''},{'MRLP-042.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-043,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-043_S69_L008_R1_001.fastq.gz': '8f71f05f28eaaa245e93d0ff4355c98d', 'MRLP-043_S69_L008_R2_001.fastq.gz': '8437af31e3ee40e2a82e7db92e49181b'}",HiSeqData/BCB004/fastq,{'MRLP-043.deduplicated.realign.bam.bai': ''},{'MRLP-043.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-044,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-044_S70_L008_R1_001.fastq.gz': '527eaca585c1095586e0b86b6201129e', 'MRLP-044_S70_L008_R2_001.fastq.gz': 'dd82baed963cf4806d2a91af5461ed3a'}",HiSeqData/BCB004/fastq,{'MRLP-044.deduplicated.realign.bam.bai': ''},{'MRLP-044.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-045,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-045_S71_L008_R1_001.fastq.gz': '559844cd2991e53a80fc2ee6181a0f1d', 'MRLP-045_S71_L008_R2_001.fastq.gz': '4648fb5475d9acb80da4794b353097ed'}",HiSeqData/BCB004/fastq,{'MRLP-045.deduplicated.realign.bam.bai': ''},{'MRLP-045.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-046,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-046_S72_L008_R1_001.fastq.gz': '5d10db3e14a6b0133db6fc414109ba04', 'MRLP-046_S72_L008_R2_001.fastq.gz': 'adab83cfde970fece587bff5ad818613'}",HiSeqData/BCB004/fastq,{'MRLP-046.deduplicated.realign.bam.bai': ''},{'MRLP-046.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-047,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-047_S73_L008_R1_001.fastq.gz': '221316c6efc82527679117dae473f4d0', 'MRLP-047_S73_L008_R2_001.fastq.gz': '3e0a001907c4136f3c6ec6315bfae7d7'}",HiSeqData/BCB004/fastq,{'MRLP-047.deduplicated.realign.bam.bai': ''},{'MRLP-047.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-048,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-048_S74_L008_R1_001.fastq.gz': '2327c3854a9e81fb84893ec1e288e291', 'MRLP-048_S74_L008_R2_001.fastq.gz': '3650fd88847a221184c7316539e1a0d1'}",HiSeqData/BCB004/fastq,{'MRLP-048.deduplicated.realign.bam.bai': ''},{'MRLP-048.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-049,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-049_S75_L008_R1_001.fastq.gz': 'bfa3c6561c83d7ace910885a7efdcb01', 'MRLP-049_S75_L008_R2_001.fastq.gz': 'bc4ed311a800d5957745eda071dc26c5'}",HiSeqData/BCB004/fastq,{'MRLP-049.deduplicated.realign.bam.bai': ''},{'MRLP-049.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-050,,,SGPC-09,Small Gene Panel,,BCB004,"{'MRLP-050_S76_L008_R1_001.fastq.gz': 'a589559c6fc24bfbc2053fb2bf69cf6a', 'MRLP-050_S76_L008_R2_001.fastq.gz': 'e1979c7ad8bd161f80d912234106fea2'}",HiSeqData/BCB004/fastq,{'MRLP-050.deduplicated.realign.bam.bai': ''},{'MRLP-050.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-051,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB004,"{'MRLP-051_S77_L008_R1_001.fastq.gz': '1150696557753cf2517d2b02414d1da8', 'MRLP-051_S77_L008_R2_001.fastq.gz': '1d44f00f2b1a7ba982089710e8a5775b'}",HiSeqData/BCB004/fastq,{'MRLP-051.deduplicated.realign.bam.bai': ''},{'MRLP-051.deduplicated.realign.bam': ''},HiSeqData/BCB004/Analysis/bams,HiSeqData/BCB004/Analysis/bams,,
MRLP-051,,,"SGPC-09,SGPC-11",Small Gene Panel,,BCB011,"{'MRLP-051_S104_L007_R1_001.fastq.gz': '711179ceee2d1a2826f94dad451103eb', 'MRLP-051_S104_L007_R2_001.fastq.gz': '73aa370e864d60bc9627d080a7fc549f'}",HiSeqData/BCB011/BCB011,,,,,,
MS_1_Tumor,,,BB43_CL,NimV2mix4,BB43_SeqL,Nimblegen36_BB43,"{'MS_1_Tumor_TTCGCT_L002_R1_001.fastq.gz': '6ff087b66f793cf1b72bac86e47669b9', 'MS_1_Tumor_TTCGCT_L002_R1_002.fastq.gz': '93028248ef8f2e2104f776a4932f9808', 'MS_1_Tumor_TTCGCT_L002_R1_003.fastq.gz': '8c7f58b7547d5b5586bdaa1060cdca71', 'MS_1_Tumor_TTCGCT_L002_R1_004.fastq.gz': 'fa6ba1a14a832670feda77fe048d3bb6', 'MS_1_Tumor_TTCGCT_L002_R2_001.fastq.gz': '1bcf75c141b77fd5c0f5a6c147be4241', 'MS_1_Tumor_TTCGCT_L002_R2_002.fastq.gz': '4cb657c9af59f74a230fe26523bd496f', 'MS_1_Tumor_TTCGCT_L002_R2_003.fastq.gz': '6023c8ba5e049f3fc6cf5b3aa6933ad8', 'MS_1_Tumor_TTCGCT_L002_R2_004.fastq.gz': 'd302fb04323107c2677b29814fd8f431'}",HiSeqData/Nimblegen36_BB43/130918_D00108_0165_AH7AN8ADXX_Project_bastianb-BB43/Sample_MS_1_Tumor,,,,,,Tumor
Mucosal_02-2599_Control,,,BB48_CL,NimV2mix3,BB48_SeqL,Nimblegen41_BB48,"{'Mucosal-02-2599-Control_GGATGT_L001_R1_001.fastq.gz': '8ed4e2a9c6741d8ab3366f44c7b1e9cd', 'Mucosal-02-2599-Control_GGATGT_L001_R1_002.fastq.gz': '97c6fc8916a91fb02b8976f032903864', 'Mucosal-02-2599-Control_GGATGT_L001_R1_003.fastq.gz': 'dc7deb910b9de39286b5f490e83f021e', 'Mucosal-02-2599-Control_GGATGT_L001_R1_004.fastq.gz': '64ccdc02ef7ccc0f95988f1169e17462', 'Mucosal-02-2599-Control_GGATGT_L001_R2_001.fastq.gz': '8dfdbc086b26d753730a3c80ae279add', 'Mucosal-02-2599-Control_GGATGT_L001_R2_002.fastq.gz': 'f1b6eb090afe6b31d59f1653d190786e', 'Mucosal-02-2599-Control_GGATGT_L001_R2_003.fastq.gz': '8f6e8de18560fc9d87d0ac7f0d27ac3a', 'Mucosal-02-2599-Control_GGATGT_L001_R2_004.fastq.gz': '22f772369a54ad8328c0e09aaf12ef7b'}",HiSeqData/Nimblegen41_BB48/131028_D00328_0060_AH7F7UADXX_Project_bastianb-BB48/Sample_Mucosal-02-2599-Control,,,,,,Tumor
Mucosal_02-2599_Met,,,BB48_CL,NimV2mix3,BB48_SeqL,Nimblegen41_BB48,"{'Mucosal-02-2599-Met_TTCGCT_L001_R1_001.fastq.gz': 'e19476a846b38b0baa84d63ae12c6a94', 'Mucosal-02-2599-Met_TTCGCT_L001_R1_002.fastq.gz': '4cd61ff81977a4323247aa6bd7534919', 'Mucosal-02-2599-Met_TTCGCT_L001_R1_003.fastq.gz': 'b2a329de5e639e96bd453684754a8c5a', 'Mucosal-02-2599-Met_TTCGCT_L001_R1_004.fastq.gz': '12fd4e32ff6c9bb5826e0f7d157c5ee0', 'Mucosal-02-2599-Met_TTCGCT_L001_R2_001.fastq.gz': 'e9a937b701ee0097d7661ebc17b8f33d', 'Mucosal-02-2599-Met_TTCGCT_L001_R2_002.fastq.gz': '6dc993ba2c0daad0e6d533328f80d1a2', 'Mucosal-02-2599-Met_TTCGCT_L001_R2_003.fastq.gz': '0e53611bac9f34f53d2c5a574e756940', 'Mucosal-02-2599-Met_TTCGCT_L001_R2_004.fastq.gz': 'a8f56086edfc821502724a2a3de8c88e'}",HiSeqData/Nimblegen41_BB48/131028_D00328_0060_AH7F7UADXX_Project_bastianb-BB48/Sample_Mucosal-02-2599-Met,,,,,,Tumor
Mucosal_02-2599_Primary A,,,BB48_CL,NimV2mix3,BB48_SeqL,Nimblegen41_BB48,"{'Mucosal-02-2599-Primary-A_AAGACG_L001_R1_001.fastq.gz': '4025be51fd9347c185c66d44347ca0c6', 'Mucosal-02-2599-Primary-A_AAGACG_L001_R2_001.fastq.gz': 'e73a7ab2468f979ac0b280f4f330230b'}",HiSeqData/Nimblegen41_BB48/131028_D00328_0060_AH7F7UADXX_Project_bastianb-BB48/Sample_Mucosal-02-2599-Primary-A,,,,,,Tumor
Mucosal_02-2599_Primary B,,,BB48_CL,NimV2mix3,BB48_SeqL,Nimblegen41_BB48,"{'Mucosal-02-2599-Primary-B_CCTCGG_L001_R1_001.fastq.gz': 'f87db8e344b93f1bffa9c51edb4d2a3c', 'Mucosal-02-2599-Primary-B_CCTCGG_L001_R2_001.fastq.gz': 'db5793d063727bc0809fcb2461db6fc4'}",HiSeqData/Nimblegen41_BB48/131028_D00328_0060_AH7F7UADXX_Project_bastianb-BB48/Sample_Mucosal-02-2599-Primary-B,,,,,,Tumor
N3_1,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_10,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Normal
N3_11,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_12,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_13,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_14,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_15,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_16,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_2,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_3,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_4,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_5,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_6,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Normal
