NA_ID,Area ID,NA_TYPE,Date extracted,Method,Qubit Concentration (ng/ul),Volumn (ul),Amount (ng),Re-extraction amount,Total extracted NA amount (ng),NA sheared/used (ng),Shearing volume DNA input (ul),Volume of TE buffer (ul)  for shearing,SL_ID,Notes,Assigned Projects
MDD-208,1120 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,2.68,80,214.4,,214.4,214.0,80,-30,SGLP-0728,,Melanoma Prognosis
MDD-209,1121 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,4.33,80,346.4,,346.4,346.0,80,-30,SGLP-0729,,Melanoma Prognosis
MDD-210,1122 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,2.28,80,182.4,,182.4,182.0,80,-30,SGLP-0730,,Melanoma Prognosis
MDD-211,1123 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,21.60,80,1728.0,,1728.0,500.0,23,27,SGLP-0731,,Melanoma Prognosis
MDD-212,1124 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,0.12,80,9.8,,9.8,,0,50,,,Melanoma Prognosis
MDD-213,1125 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,1.88,80,150.4,,150.4,150.0,80,-30,SGLP-0732,,Melanoma Prognosis
MDD-214,1126 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,6.22,80,497.6,,497.6,498.0,80,-30,SGLP-0733,,Melanoma Prognosis
MDD-215,1127 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,1.84,80,147.2,,147.2,147.0,80,-30,SGLP-0734,,Melanoma Prognosis
MDD-216,1128 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,1.97,80,157.6,,157.6,158.0,80,-30,SGLP-0735,,Melanoma Prognosis
MDD-217,1129 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,2.87,80,229.6,,229.6,230.0,80,-30,SGLP-0736,,Melanoma Prognosis
MDD-218,1130 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,13.40,80,1072.0,,1072.0,500.0,37,13,SGLP-0737,,Melanoma Prognosis
MDD-219,1131 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,2.97,80,237.6,,237.6,238.0,80,-30,SGLP-0738,,Melanoma Prognosis
MDD-220,1132 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,0.93,80,74.1,,74.1,74.0,80,-30,SGLP-0739,,Melanoma Prognosis
MDD-221,1133 Mel,DNA,10/30/2019,Qiagen FFPE DNA columns,11.20,80,896.0,,896.0,500.0,45,5,SGLP-0740,,Melanoma Prognosis
Mel290,1319 Acral Melanoma Cells,DNA,,,4.08,50,204.0,,204.0,250.0,61,-11,SGLP-0454,,Acral Melanoma Cell Line
MIN_1_NA,,,,,,,0.0,,0.0,46.7,Infinity,-Infinity,MIN_1,,2010-2017
MIN_2_NA,,,,,,,0.0,,0.0,14.3,Infinity,-Infinity,MIN_2,,2010-2017
MIN_3_NA,,,,,,,0.0,,0.0,19.0,Infinity,-Infinity,MIN_3,,2010-2017
MIN_4_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,MIN_4,,2010-2017
MIN_5_NA,,,,,,,0.0,,0.0,30.9,Infinity,-Infinity,MIN_5,,2010-2017
MIN_6_NA,,,,,,,0.0,,0.0,100.0,Infinity,-Infinity,MIN_6,,2010-2017
MM-1,2251 Tumor,DNA,4/1/2019,Qiagen FFPE DNA columns,8.83,20,174.0,,174.0,,0,50,U5LP-01,,Hockemeyer Melanoma Project
MM-2,2252 Tumor,DNA,4/1/2019,Qiagen FFPE DNA columns,42.60,42,1793.5,,1793.5,,0,50,U5LP-02,,Hockemeyer Melanoma Project
MM-3,2253 Tumor,DNA,4/1/2019,Qiagen FFPE DNA columns,1.17,48,56.2,,56.2,,0,50,U5LP-13,,Hockemeyer Melanoma Project
MM-4,2254 Tumor,DNA,4/1/2019,Qiagen FFPE DNA columns,31.50,80,2520.0,,2520.0,,0,50,U5LP-04,,Hockemeyer Melanoma Project
MM100511 (AMC-03),606 Acral Melanoma Cells,DNA,,,24.80,50,1240.0,,1240.0,250.0,10,40,SGLP-0336,,Acral Melanoma Cell Line
MM100512 (AMC-03),607 Acral Melanoma Cells,DNA,,,6.52,50,326.0,,326.0,250.0,38,12,SGLP-0337,,Acral Melanoma Cell Line
MM100513 (AMC-03),608 Acral Melanoma Cells,DNA,,,15.80,50,790.0,,790.0,250.0,16,34,SGLP-0338,,Acral Melanoma Cell Line
MM100916 (AMC-03),609 Acral Melanoma Cells,DNA,,,18.30,50,915.0,,915.0,250.0,14,36,SGLP-0339,,Acral Melanoma Cell Line
MM160113 (AMC-12),615 Acral Melanoma Cells,DNA,,,12.80,50,640.0,,640.0,250.0,20,30,SGLP-0345,,Acral Melanoma Cell Line
MMD-01,1626 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,25.30,88,2226.4,,2226.4,250.0,10,40,CCRLP-0054,,California Cancer Registry
MMD-02,1627 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,26.20,88,2305.6,,2305.6,250.0,10,40,"CCRLP-0040,CCRLP-0047,CCRLP-0050,CCRLP-0057 (DO NOT USE)",,California Cancer Registry
MMD-03,1628 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,11.70,88,1029.6,,1029.6,250.0,21,29,CCRLP-0053,,California Cancer Registry
MMD-04,1629 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,7.92,88,697.0,,697.0,250.0,32,18,CCRLP-0039,,California Cancer Registry
MMD-05,1630 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.27,88,23.4,,23.4,23.4,88,-38,CCRLP-0024,,California Cancer Registry
MMD-06,1631 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,5.37,88,472.6,,472.6,250.0,47,3,CCRLP-0044,,California Cancer Registry
MMD-07,1632 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,2.02,88,177.8,,177.8,178.0,88,-38,CCRLP-0029,,California Cancer Registry
MMD-08,1633 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.90,88,167.2,,167.2,167.0,88,-38,CCRLP-0022,,California Cancer Registry
MMD-09,1634 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.18,88,15.7,,15.7,15.7,88,-38,CCRLP-0001,,California Cancer Registry
MMD-10,1635 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,2.66,88,234.1,,234.1,234.0,88,-38,CCRLP-0013,,California Cancer Registry
MMD-11,1636 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.45,88,127.6,,127.6,,0,50,,,California Cancer Registry
MMD-12,1637 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.32,88,116.2,,116.2,232.0,176,-126,CCRLP-0023,,California Cancer Registry
MMD-13,1638 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.31,88,115.3,,115.3,,0,50,,,California Cancer Registry
MMD-14,1639 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.44,88,39.0,,39.0,,0,50,,,California Cancer Registry
MMD-15,1640 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.77,88,67.8,,67.8,68.0,88,-38,CCRLP-0027,,California Cancer Registry
MMD-16,1641 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.34,88,30.1,,30.1,30.1,88,-38,CCRLP-0005,,California Cancer Registry
MMD-17,1642 Nevus,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.00,88,0.0,,0.0,,NaN,NaN,,,California Cancer Registry
MMD-18,1643 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.96,88,172.5,,172.5,,0,50,,,California Cancer Registry
MMD-19,1644 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.45,88,39.6,,39.6,39.6,88,-38,CCRLP-0007,,California Cancer Registry
MMD-20,1645 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.74,88,65.2,,65.2,65.0,88,-38,CCRLP-0004,,California Cancer Registry
MMD-21,1646 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.24,88,21.1,,21.1,21.1,88,-38,CCRLP-0026,,California Cancer Registry
MMD-22,1647 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.29,88,25.3,,25.3,25.3,88,-38,CCRLP-0026,,California Cancer Registry
MMD-23,1639 Mel,DNA,,Qiagen FFPE DNA columns,1.72,88,151.4,,151.4,,0,50,,,California Cancer Registry
MMD-24,1641 Mel,DNA,,Qiagen FFPE DNA columns,0.90,88,78.9,,78.9,78.9,88,-38,CCRLP-0005,,California Cancer Registry
MMD-25,1644 Mel,DNA,,Qiagen FFPE DNA columns,1.79,88,157.5,,157.5,157.5,88,-38,CCRLP-0007,,California Cancer Registry
MMD-26,1646 Mel,DNA,,Qiagen FFPE DNA columns,0.68,88,60.0,,60.0,20.0,29,21,CCRLP-0026,,California Cancer Registry
MMD-27,1647 Mel,DNA,,Qiagen FFPE DNA columns,0.74,88,64.7,,64.7,20.0,27,23,CCRLP-0026,,California Cancer Registry
MMD-28,1648 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.17,88,14.8,,14.8,62.0,369,-319,CCRLP-0003,,California Cancer Registry
MMD-29,1649 Normal,DNA,,Qiagen FFPE DNA columns,0.15,88,13.3,,13.3,,0,50,,,California Cancer Registry
MMD-30,1650 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,2.29,88,201.5,,201.5,202.0,88,-38,CCRLP-0025,,California Cancer Registry
MMD-31,1651 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.12,88,10.1,,10.1,,0,50,,,California Cancer Registry
MMD-32,1652 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.43,88,37.7,,37.7,37.7,88,-38,CCRLP-0028,,California Cancer Registry
MMD-33,1653 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.14,88,12.6,,12.6,12.6,88,-38,CCRLP-0008,,California Cancer Registry
MMD-34,1654 Normal,DNA,,Qiagen FFPE DNA columns,0.41,88,36.4,,36.4,,0,50,,,California Cancer Registry
MMD-35,1655 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,5.41,88,476.1,,476.1,250.0,46,4,CCRLP-0030,,California Cancer Registry
MMD-36,1656 Normal,DNA,,Qiagen FFPE DNA columns,0.70,88,61.2,,61.2,,0,50,,,California Cancer Registry
MMD-37,1657 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,5.84,88,513.9,,513.9,250.0,43,7,CCRLP-0021,,California Cancer Registry
MMD-38,1658 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.89,88,78.6,,78.6,79.0,88,-38,CCRLP-0043,,California Cancer Registry
MMD-39,1659 Normal,DNA,,Qiagen FFPE DNA columns,0.86,88,75.8,,75.8,,0,50,,,California Cancer Registry
MMD-40,1660 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.79,88,69.3,,69.3,28.0,36,14,CCRLP-0019,,California Cancer Registry
MMD-41,1661 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,5.24,88,461.1,,461.1,,0,50,CCRLP-0041,,California Cancer Registry
MMD-42,1662 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.12,88,98.6,,98.6,,0,50,,,California Cancer Registry
MMD-43,1663 Normal,DNA,,Qiagen FFPE DNA columns,0.17,88,15.1,,15.1,,0,50,,,California Cancer Registry
MMD-44,1665 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.24,88,21.4,,21.4,,0,50,,,California Cancer Registry
MMD-45,1666 Mel,DNA,,DNAstorm FFPE,0.84,88,74.3,,74.3,,0,50,,,California Cancer Registry
MMD-46,1667 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.10,88,9.0,,9.0,,0,50,,,California Cancer Registry
MMD-47,1668 Normal,DNA,,Qiagen FFPE DNA columns,0.08,88,7.2,,7.2,,0,50,,,California Cancer Registry
MMD-48,1669 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.57,88,50.5,,50.5,,0,50,,,California Cancer Registry
MMD-49,1670 Normal,DNA,,Qiagen FFPE DNA columns,4.66,88,410.1,,410.1,,0,50,,,California Cancer Registry
MMD-50,1671 MIS,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.08,88,6.7,,6.7,,0,50,,,California Cancer Registry
MMD-51,1672 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.42,88,36.7,,36.7,36.7,88,-38,CCRLP-0015,,California Cancer Registry
MMD-52,1673 Normal,DNA,,Qiagen FFPE DNA columns,0.65,88,57.3,,57.3,,0,50,,,California Cancer Registry
MMD-53,1677 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.51,88,44.4,,44.4,44.4,88,-38,CCRLP-0037,,California Cancer Registry
MMD-54,1630 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.22,88,18.9,,18.9,18.9,88,-38,CCRLP-0024,,California Cancer Registry
MMD-55,1634 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.23,88,20.3,,20.3,20.3,88,-38,CCRLP-0001,,California Cancer Registry
MMD-56,1660 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.50,88,44.0,,44.0,28.0,56,-6,CCRLP-0019,,California Cancer Registry
MMD-59,1648 Mel,DNA,,Qiagen FFPE DNA columns,0.52,88,46.0,,46.0,46.0,88,-38,CCRLP-0003,,California Cancer Registry
MMD-60,1651 Mel,DNA,,Qiagen FFPE DNA columns,3.65,88,321.2,,321.2,250.0,68,-18,CCRLP-0006,,California Cancer Registry
MMD-61,1652 Mel,DNA,,Qiagen FFPE DNA columns,2.45,88,215.6,,215.6,215.6,88,-38,CCRLP-0028,,California Cancer Registry
MMD-62,1653 Mel,DNA,,Qiagen FFPE DNA columns,0.97,88,85.4,,85.4,85.4,88,-38,CCRLP-0008,,California Cancer Registry
MMD-63,1665 Mel,DNA,,Qiagen FFPE DNA columns,0.89,88,78.3,,78.3,,0,50,,,California Cancer Registry
MMD-64,1667 Mel,DNA,,Qiagen FFPE DNA columns,0.64,88,55.9,,55.9,,0,50,,,California Cancer Registry
MMD-65,1669 Mel,DNA,,Qiagen FFPE DNA columns,7.28,88,640.6,,640.6,,0,50,,,California Cancer Registry
MMD-66,1671 MIS,DNA,,Qiagen FFPE DNA columns,0.87,88,76.6,,76.6,,0,50,,,California Cancer Registry
MMD-67,1677 Mel,DNA,,Qiagen FFPE DNA columns,1.01,88,88.9,,88.9,,0,50,CCRLP-0037,,California Cancer Registry
MMD-68,1630 Mel,DNA,,Qiagen FFPE DNA columns,0.66,88,58.3,,58.3,58.3,88,-38,CCRLP-0024,,California Cancer Registry
MMD-69,1634 Mel,DNA,,Qiagen FFPE DNA columns,0.66,88,58.3,,58.3,58.3,88,-38,CCRLP-0001,,California Cancer Registry
MMD-70,1678 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.01,88,1.1,,1.1,,0,50,,,California Cancer Registry
MMD-71,1679 Normal,DNA,,Qiagen FFPE DNA columns,0.08,88,7.3,,7.3,,0,50,,,California Cancer Registry
MMD-72,1680 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.93,88,82.0,,82.0,82.0,88,-38,CCRLP-0012,,California Cancer Registry
MMD-73,1681 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,21.90,88,1927.2,,1927.2,62.5,3,47,CCRLP-0051,,California Cancer Registry
MMD-74,1681 Mel,DNA,,DNAstorm FFPE,44.00,88,3872.0,,3872.0,62.5,1,49,CCRLP-0051,,California Cancer Registry
MMD-75,1681 Mel,DNA,,Qiagen FFPE DNA columns,35.80,88,3150.4,,3150.4,62.5,2,48,CCRLP-0051,,California Cancer Registry
MMD-76,1682 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,8.55,88,752.4,,752.4,,0,50,CCRLP-0011,,California Cancer Registry
MMD-77,"1683 Normal,1685 Normal",DNA,,Qiagen FFPE DNA columns,1.20,88,105.6,,105.6,,0,50,,,California Cancer Registry
MMD-78,1684 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,10.30,88,906.4,,906.4,,0,50,,,California Cancer Registry
MMD-79,1684 Mel,DNA,,DNAstorm FFPE,13.60,88,1196.8,,1196.8,,0,50,,,California Cancer Registry
MMD-80,1684 Mel,DNA,,Qiagen FFPE DNA columns,12.90,88,1135.2,,1135.2,,0,50,,,California Cancer Registry
MMD-81,1686 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,3.68,88,323.8,,323.8,250.0,68,-18,CCRLP-0010,,California Cancer Registry
MMD-82,1687 Normal,DNA,,Qiagen FFPE DNA columns,2.86,88,251.7,,251.7,,0,50,,,California Cancer Registry
MMD-83,1688 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,11.30,88,994.4,,994.4,,0,50,,,California Cancer Registry
MMD-84,1688 Mel,DNA,,DNAstorm FFPE,32.80,88,2886.4,,2886.4,,0,50,,,California Cancer Registry
MMD-85,1688 Mel,DNA,,Qiagen FFPE DNA columns,21.90,88,1927.2,,1927.2,,0,50,,,California Cancer Registry
MMD-86,"1689 Mel,1691 Mel",DNA,,Qiagen AllPrep DNA/RNA Mini Kit,3.20,88,281.6,,281.6,,0,50,,,California Cancer Registry
MMD-87,1690 Normal,DNA,,Qiagen FFPE DNA columns,1.08,88,95.0,,95.0,,0,50,,,California Cancer Registry
MMD-88,1692 MIS,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.12,88,10.4,,10.4,,0,50,,,California Cancer Registry
MMD-89,1693 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,2.69,88,236.7,,236.7,,0,50,,,California Cancer Registry
MMD-90,1694 MIS,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.55,88,48.0,,48.0,,0,50,,,California Cancer Registry
MMD-91,"1695 Mel,1697 Mel",DNA,,Qiagen AllPrep DNA/RNA Mini Kit,0.66,88,58.0,,58.0,58.0,88,-38,CCRLP-0009,,California Cancer Registry
MMD-92,"1696 Normal,1698 Normal",DNA,,Qiagen FFPE DNA columns,0.94,88,82.3,,82.3,,0,50,,,California Cancer Registry
MMD-93,1681 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,16.60,88,1460.8,,1460.8,62.5,4,46,CCRLP-0051,,California Cancer Registry
MMD-94,1684 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,8.07,88,710.2,,710.2,,0,50,,,California Cancer Registry
MMD-95,1688 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,11.60,88,1020.8,,1020.8,,0,50,,,California Cancer Registry
MMD-96,1699 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,2.48,88,218.2,,218.2,218.0,88,-38,CCRLP-0031,,California Cancer Registry
MMD-97,1700 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,42.60,88,3748.8,,3748.8,250.0,6,44,"CCRLP-0056 (DO NOT USE),CCRLP-0060",,California Cancer Registry
MMD-98,1701 Mel,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.24,88,109.1,,109.1,,0,50,,,California Cancer Registry
MMD-99,1702 Normal,DNA,,Qiagen FFPE DNA columns,0.88,88,77.0,,77.0,,0,50,,,California Cancer Registry
MMD-100,1703 MIS,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.87,88,164.6,,164.6,,0,50,,,California Cancer Registry
MMD-101,1674 MIS,DNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.20,88,105.6,,105.6,,0,50,,,California Cancer Registry
MMD-102,"1672 Mel,1675 Mel",DNA,,Qiagen FFPE DNA columns,2.36,88,207.7,,207.7,122.0,52,-2,CCRLP-0015,,California Cancer Registry
MMD-103,"1673 Normal,1676 Normal",DNA,,Qiagen FFPE DNA columns,2.33,88,205.0,,205.0,,0,50,,,California Cancer Registry
MMD-104,1667 Mel,DNA,,Qiagen FFPE DNA columns,1.81,88,159.3,,159.3,,0,50,,,California Cancer Registry
MMD-105,1668 Normal,DNA,,Qiagen FFPE DNA columns,0.13,88,11.0,,11.0,,0,50,,,California Cancer Registry
MMD-106,1653 Mel,DNA,,Qiagen FFPE DNA columns,0.41,88,35.7,,35.7,35.7,88,-38,CCRLP-0008,,California Cancer Registry
MMD-107,1654 Normal,DNA,,Qiagen FFPE DNA columns,0.14,88,12.2,,12.2,,0,50,,,California Cancer Registry
MMD-108,1662 Mel,DNA,,Qiagen FFPE DNA columns,3.69,88,324.7,,324.7,,0,50,,,California Cancer Registry
MMD-109,1663 Normal,DNA,,Qiagen FFPE DNA columns,0.14,88,12.7,,12.7,,0,50,,,California Cancer Registry
MMD-111,1649 Normal,DNA,,Qiagen FFPE DNA columns,0.13,88,11.1,,11.1,,0,50,,,California Cancer Registry
MMD-112,1704 Mel,DNA,,DNAstorm FFPE,0.21,88,18.0,,18.0,,0,50,,,California Cancer Registry
MMD-113,1705 Normal,DNA,,Qiagen FFPE DNA columns,0.20,88,17.4,,17.4,,0,50,,,California Cancer Registry
MMD-114,1706 MIS,DNA,,DNAstorm FFPE,0.00,88,0.0,,0.0,,NaN,NaN,,,California Cancer Registry
MMD-115,1707 Mel,DNA,,DNAstorm FFPE,19.20,88,1689.6,,1689.6,,0,50,,,California Cancer Registry
MMD-116,1708 Mel,DNA,,DNAstorm FFPE,1.20,88,105.6,,105.6,,0,50,,,California Cancer Registry
MMD-117,1709 Normal,DNA,,Qiagen FFPE DNA columns,0.50,88,44.0,,44.0,,0,50,,,California Cancer Registry
MMD-118,"1710 MIS,1711 MIS",DNA,,DNAstorm FFPE,0.00,88,0.0,,0.0,,NaN,NaN,,,California Cancer Registry
MMD-119,1712 Mel,DNA,,DNAstorm FFPE,1.44,88,126.7,,126.7,250.0,174,-124,CCRLP-0038,,California Cancer Registry
MMD-120,1713 Mel,DNA,,DNAstorm FFPE,17.40,88,1531.2,,1531.2,,0,50,,,California Cancer Registry
MMD-121,1715 Mel,DNA,,DNAstorm FFPE,8.55,88,752.4,,752.4,,0,50,,,California Cancer Registry
MMD-122,1714 Normal,DNA,,Qiagen FFPE DNA columns,0.19,88,17.0,,17.0,,0,50,,,California Cancer Registry
MMD-123,1716 MIS,DNA,,DNAstorm FFPE,0.44,88,38.9,,38.9,,0,50,,,California Cancer Registry
MMD-124,"1717 Mel,1719 Mel",DNA,,DNAstorm FFPE,1.90,88,167.2,,167.2,,0,50,,,California Cancer Registry
MMD-125,"1718 Normal,1720 Normal",DNA,,Qiagen FFPE DNA columns,0.40,88,34.8,,34.8,,0,50,,,California Cancer Registry
MMD-126,1721 Mel,DNA,,DNAstorm FFPE,2.16,88,190.1,,190.1,,0,50,,,California Cancer Registry
MMD-127,1722 Normal,DNA,,Qiagen FFPE DNA columns,0.15,88,13.2,,13.2,,0,50,,,California Cancer Registry
MMD-128,1723 MIS,DNA,,DNAstorm FFPE,0.09,88,8.1,,8.1,,0,50,,,California Cancer Registry
MMD-129,1724 Mel,DNA,,DNAstorm FFPE,0.49,88,42.7,,42.7,250.0,515,-465,CCRLP-0035,,California Cancer Registry
MMD-130,1725 Normal,DNA,,Qiagen FFPE DNA columns,1.88,88,165.4,,165.4,,0,50,,,California Cancer Registry
MMD-131,1726 MIS,DNA,,DNAstorm FFPE,0.16,88,14.2,,14.2,,0,50,,,California Cancer Registry
MMD-132,1727 Mel,DNA,,DNAstorm FFPE,0.56,88,49.2,,49.2,,0,50,,,California Cancer Registry
MMD-133,1728 Normal,DNA,,Qiagen FFPE DNA columns,0.06,88,5.5,,5.5,,0,50,,,California Cancer Registry
MMD-134,1729 Mel,DNA,,DNAstorm FFPE,2.03,88,178.6,,178.6,,0,50,,,California Cancer Registry
MMD-135,1730 Normal,DNA,,Qiagen FFPE DNA columns,0.85,88,74.7,,74.7,,0,50,,,California Cancer Registry
MMD-136,1731 Mel,DNA,,DNAstorm FFPE,0.00,88,0.0,,0.0,,NaN,NaN,,,California Cancer Registry
MMD-137,1732 Normal,DNA,,Qiagen FFPE DNA columns,0.06,88,5.3,,5.3,,0,50,,,California Cancer Registry
MMD-140,1733 Mel,DNA,,DNAstorm FFPE,0.00,88,0.0,,0.0,,NaN,NaN,,,California Cancer Registry
MMD-141,1734 Mel,DNA,,DNAstorm FFPE,0.17,88,15.0,,15.0,,0,50,,,California Cancer Registry
MMD-142,1735 Normal,DNA,,Qiagen FFPE DNA columns,0.05,88,4.5,,4.5,,0,50,,,California Cancer Registry
MMD-143,1736 Mel,DNA,,DNAstorm FFPE,0.48,88,42.3,,42.3,,0,50,,,California Cancer Registry
MMD-144,1737 MIS,DNA,,DNAstorm FFPE,0.14,88,12.7,,12.7,,0,50,,,California Cancer Registry
MMD-145,1739 Normal,DNA,,DNAstorm FFPE,0.20,88,17.4,,17.4,,0,50,,DNA ONLY,California Cancer Registry
MMD-146,1739 Normal,DNA,,Qiagen FFPE DNA columns,0.44,88,38.9,,38.9,,0,50,,,California Cancer Registry
MMD-147,1740 Normal,DNA,,DNAstorm FFPE,0.09,88,7.9,,7.9,,0,50,,DNA ONLY,California Cancer Registry
MMD-148,1740 Normal,DNA,,Qiagen FFPE DNA columns,0.14,88,12.1,,12.1,,0,50,,,California Cancer Registry
MMD-149,1741 Mel,DNA,,DNAstorm FFPE,0.71,88,62.5,,62.5,,0,50,,,California Cancer Registry
MMD-150,1742 Normal,DNA,,Qiagen FFPE DNA columns,0.44,88,38.6,,38.6,,0,50,,,California Cancer Registry
MMD-151,"1743 Mel,1744 Mel",DNA,,DNAstorm FFPE,1.37,88,120.6,,120.6,,0,50,,,California Cancer Registry
MMD-152,1745 Normal,DNA,,DNAstorm FFPE,0.11,88,10.0,,10.0,,0,50,,DNA ONLY,California Cancer Registry
MMD-153,1746 MIS,DNA,,DNAstorm FFPE,0.13,88,11.1,,11.1,,0,50,,,California Cancer Registry
MMD-154,1745 Normal,DNA,,Qiagen FFPE DNA columns,0.18,88,15.9,,15.9,,0,50,,,California Cancer Registry
MMD-155,1747 Mel,DNA,,DNAstorm FFPE,0.07,88,6.1,,6.1,,0,50,,,California Cancer Registry
MMD-156,1748 Normal,DNA,,Qiagen FFPE DNA columns,0.09,88,7.5,,7.5,,0,50,,,California Cancer Registry
MMD-157,1749 Mel,DNA,,DNAstorm FFPE,9.52,88,837.8,,837.8,,0,50,,,California Cancer Registry
MMD-158,1750 Mel,DNA,,DNAstorm FFPE,2.19,88,192.7,,192.7,,0,50,,,California Cancer Registry
MMD-159,1751 MIS,DNA,,DNAstorm FFPE,0.07,88,5.7,,5.7,,0,50,,,California Cancer Registry
MMD-160,1752 Mel,DNA,,DNAstorm FFPE,15.90,88,1399.2,,1399.2,,0,50,,,California Cancer Registry
MMD-161,1753 Normal,DNA,,Qiagen FFPE DNA columns,0.52,88,45.9,,45.9,,0,50,,,California Cancer Registry
MMD-162,1754 Mel,DNA,,DNAstorm FFPE,3.30,88,290.4,,290.4,250.0,76,-26,CCRLP-0020,,California Cancer Registry
MMD-163,1755 Mel,DNA,,DNAstorm FFPE,9.84,88,865.9,,865.9,250.0,25,25,CCRLP-0052,,California Cancer Registry
MMD-164,1756 Normal,DNA,,Qiagen FFPE DNA columns,1.01,88,88.9,,88.9,,0,50,,,California Cancer Registry
MMD-165,1757 Mel,DNA,,DNAstorm FFPE,17.40,88,1531.2,,1531.2,250.0,14,36,"CCRLP-0042,CCRLP-0045,CCRLP-0048,CCRLP-0058 (DO NOT USE)",,California Cancer Registry
