Area_ID,Area,Block_ID,Collection method,Area type,HE image,NA_ID,Completion date,People in charge,Notes,Assigned projects
677 Junctional,677,17-120049C,,Junctional,,LN D-04 (LN-04),,Noel/Chenxu,LENTIGINOUS JUNCTIONAL MELANOCYTIC NEVUS,Lentiginous Nevi
1869 Compound,1869,17-120276,,Compound,,LN D-13 (LN-13),,Noel/Chenxu,LENTIGINOUS JUNCTIONAL MELANOCYTIC NEVUS,Lentiginous Nevi
1868 Compound,1868,17-120280,,Compound,,LN D-12 (LN-12),,Noel/Chenxu,LENTIGINOUS COMPOUND MELANOCYTIC NEVUS,Lentiginous Nevi
"441 common, sclerotic dermal component ",441,17-120487A,,"common, sclerotic dermal component ",,SM D-18,,Noel/Chenxu,,Nevus Library
682 Junctional,682,17-120790,,Junctional,,LN D-09 (LN-09),,Noel/Chenxu,LENTIGINOUS JUNCTIONAL MELANOCYTIC NEVUS,Lentiginous Nevi
1867 Compound,1867,17-120839,,Compound,,LN D-11 (LN-11),,Noel/Chenxu,LENTIGINOUS JUNCTIONAL MELANOCYTIC NEVUS,Lentiginous Nevi
"428 blue nevus, cellular,  DF like",428,17-120984,,"blue nevus, cellular,  DF like",,SM D-05,,Noel/Chenxu,,Nevus Library
2638 Normal,2638,17-122697A,Scraping,Normal,,LMM D-060,,,,Lentigo Maligna Melanoma
892 Mel,892,17-125030,,Mel,,"DNA-94,DNA-132,RNA-132,DNA-266,RNA-266",,Vivek Mishra,,Melanoma Epigenetics
893 Nevus,893,17-125030,,Nevus,,"DNA-95,DNA-133,RNA-133",,Vivek Mishra,,Melanoma Epigenetics
894 Normal,894,17-125030,,Normal,,"DNA-96,DNA-131,RNA-131,DNA-267,DNA-270,DNA-271",,Vivek Mishra,,Melanoma Epigenetics
709 DN,709,17-125335,,DN,,MR-032,,Maisha Rashid,,Dysplastic Nevus
447 balloon cell nevus,447,17-128346A,,balloon cell nevus,,SM D-24,,Noel/Chenxu,,Nevus Library
345 Normal,345,17-130286,,Normal,http://64.54.108.121/eSlideTray.php?ImageIds=22144,"RNA-29,DNA-29",,Vivek Mishra,,Melanoma Epigenetics
346 Nevus,346,17-130286,,Nevus,http://64.54.108.121/eSlideTray.php?ImageIds=22144,"RNA-30,DNA-30",,Vivek Mishra,,Melanoma Epigenetics
347 Mel,347,17-130286,,Mel,http://64.54.108.121/eSlideTray.php?ImageIds=22144,"RNA-31,DNA-31",,Vivek Mishra,,Melanoma Epigenetics
2618 Spitz Nevus,2618,17-130985,Scraping,Spitz Nevus,,"DMS-049,RMS-049",,,,Superficial Congenital Nevi
624 Nevus?,624,17-132120,,Nevus?,,CGH18-012-D,,Iwei,,Possible TERT Fusion
2512 Invasive,2512,18-12160D,Scraping,Invasive,,"LMM R-031,LMM D-031",,,,Lentigo Maligna Melanoma
2513 MIS,2513,18-12160E,Scraping,MIS,,"LMM R-032,LMM D-032",,,,Lentigo Maligna Melanoma
2514 Normal,2514,18-12160F,Scraping,Normal,,LMM D-033,,,,Lentigo Maligna Melanoma
1873 Compound,1873,18-15028,,Compound,,LN D-19 (LN-19),,Noel/Chenxu,LENTIGINOUS COMPOUND MELANOCYTIC NEVUS. http://64.54.108.147/EditRecord.php?TableName=Slide&Ids[]=17458,Lentiginous Nevi
684 Compound,684,18-15165,,Compound,,LN D-18 (LN-18),,Noel/Chenxu,LENTIGINOUS COMPOUND MELANOCYTIC NEVUS. http://64.54.108.147/EditRecord.php?TableName=Slide&Ids[]=17455,Lentiginous Nevi
1874 Compound,1874,18-15487B,,Compound,,LN D-21 (LN-21),,Noel/Chenxu,LENTIGINOUS COMPOUND MELANOCYTIC NEVUS,Lentiginous Nevi
685 Compound,685,18-15803,,Compound,,LN D-20 (LN-20),,Noel/Chenxu,LENTIGINOUS COMPOUND MELANOCYTIC NEVUS. http://64.54.108.147/EditRecord.php?TableName=Slide&Ids[]=17460,Lentiginous Nevi
533 Compound,533,18-17957,,Compound,,LN D-053 (LN-053),,Noel/Chenxu,,Lentiginous Nevi
512 Junctional,512,18-18111A,,Junctional,,LN D-032 (LN-032),,Noel/Chenxu,,Lentiginous Nevi
536 Compound,536,18-18111B,,Compound,,LN D-056 (LN-056),,Noel/Chenxu,,Lentiginous Nevi
537 Compound,537,18-18111C,,Compound,,LN D-057 (LN-057),,Noel/Chenxu,,Lentiginous Nevi
541 Compound,541,18-19195A,,Compound,,LN D-061 (LN-061),,Noel/Chenxu,,Lentiginous Nevi
1582 Invasive Mel 1,1582,18-22781A1,Scraping,Invasive Mel 1,,"AM2 D-370,AM2 R-370",,Noel/Chenxu,,Acral Melanoma
1581 Normal,1581,18-22781A1,Scraping,Normal,,AM2 D-369,,Noel/Chenxu,,Acral Melanoma
1583 Invasive Mel 2,1583,18-22781A1,Scraping,Invasive Mel 2,,"AM2 D-371,AM2 R-371",,Noel/Chenxu,,Acral Melanoma
442 compound meloncytic nevus ,442,18-24908,,compound meloncytic nevus ,,SM D-19,,Noel/Chenxu,,Nevus Library
530 Compound,530,18-27178A,,Compound,,LN D-050 (LN-050),,Noel/Chenxu,,Lentiginous Nevi
523 Congenital superficial,523,18-27178B,,Congenital superficial,,LN D-043 (LN-043),,Noel/Chenxu,,Lentiginous Nevi
730 Tumor,730,18-28169,,Tumor,,D-8692,,,,Clinical Cases-BCC
1551 Salivary Met1,1551,18-28886,Scraping,Salivary Met1,,"AM2 D-331,AM2 R-331",,Noel/Chenxu,,Acral Melanoma
1614 Normal,1614,18-28886,Scraping,Normal,,AM2 D-365,,Noel/Chenxu,,Acral Melanoma
882 DPN-mm,882,18-31431,,DPN-mm,,DNPD-03,,Noel/Chenxu,,Deep Penetrating Melanoma
487 nevus or nevus like,487,18-34960,,nevus or nevus like,,NLD-023,,Noel/Chenxu,,Nevus Library
1585 Invasive Mel 1,1585,18-35014A1,Scraping,Invasive Mel 1,,"AM2 D-379,AM2 R-379",,Noel/Chenxu,,Acral Melanoma
1584 Normal,1584,18-35014A1,Scraping,Normal,,AM2 D-378,,Noel/Chenxu,,Acral Melanoma
1586 LN Met,1586,18-35014A1,Scraping,LN Met,,"AM2 D-380,AM2 R-380",,Noel/Chenxu,,Acral Melanoma
524 Congenital superficial,524,18-35802B,,Congenital superficial,,LN D-044 (LN-044),,Noel/Chenxu,,Lentiginous Nevi
542 Compound,542,18-44463B,,Compound,,LN D-062 (LN-062),,Noel/Chenxu,,Lentiginous Nevi
543 Compound,543,18-44463C,,Compound,,LN D-063 (LN-063),,Noel/Chenxu,,Lentiginous Nevi
544 Compound,544,18-44464,,Compound,,LN D-064 (LN-064),,Noel/Chenxu,,Lentiginous Nevi
548 Congenital superficial,548,18-44465,,Congenital superficial,,LN D-068 (LN-068),,Noel/Chenxu,,Lentiginous Nevi
1977 Mel,1977,18-44728A,Scraping,Mel,,"OM D-45,OM R-45",,Noel/Chenxu,,Oral Mucosal Melanoma
2644 Normal,2644,18-51740B2,Scraping,Normal,,AM2 D-544,,,,Acral Melanoma
2643 MIS,2643,18-51740C6,Scraping,MIS,,,,,,Acral Melanoma
2642 Invasive,2642,18-51740C7,Scraping,Invasive,,,,,,Acral Melanoma
715 DN,715,18-52908,,DN,,MR-038,,Maisha Rashid,,Dysplastic Nevus
711 DN,711,18-54612,,DN,,MR-034,,Maisha Rashid,,Dysplastic Nevus
538 Compound,538,18-57977B,,Compound,,LN D-058 (LN-058),,Noel/Chenxu,,Lentiginous Nevi
"443 common, sclerotic dermal component ",443,18-59376,,"common, sclerotic dermal component ",,SM D-20,,Noel/Chenxu,,Nevus Library
511 Junctional,511,18-61924A,,Junctional,,LN D-031 (LN-031),,Noel/Chenxu,,Lentiginous Nevi
727 DN,727,18-65038B,,DN,,MR-050,,Maisha Rashid,,Dysplastic Nevus
539 Compound,539,18-65460,,Compound,,LN D-059 (LN-059),,Noel/Chenxu,,Lentiginous Nevi
540 Compound,540,18-65957A,,Compound,,LN D-060 (LN-060),,Noel/Chenxu,,Lentiginous Nevi
2241 Normal,2241,18-67239,,Normal,,"DNA-418,RNA-418",,,,Melanoma Epigenetics
729 Normal,729,18-68921A,,Normal,,D-8691,,,,Clinical Cases-BCC
545 Compound,545,18-69862A,,Compound,,LN D-065 (LN-065),,Noel/Chenxu,,Lentiginous Nevi
546 Compound,546,18-69862B,,Compound,,LN D-066 (LN-066),,Noel/Chenxu,,Lentiginous Nevi
2190 Mel,2190,18-75585B,,Mel,,"DNA-340,RNA-340",,,,Melanoma Epigenetics
2191 Nevus,2191,18-75585B,,Nevus,,"DNA-341,RNA-341",,,,Melanoma Epigenetics
2192 Normal,2192,18-75585B,,Normal,,DNA-342,,,,Melanoma Epigenetics
"444 blue nevus, cellular ",444,18-76281,,"blue nevus, cellular ",,SM D-21,,Noel/Chenxu,,Nevus Library
547 Compound,547,18-76615,,Compound,,LN D-067 (LN-067),,Noel/Chenxu,,Lentiginous Nevi
527 Congenital superficial,527,18-81165B,,Congenital superficial,,LN D-047 (LN-047),,Noel/Chenxu,,Lentiginous Nevi
2510 MIS,2510,18-83370A,Scraping,MIS,,"LMM R-029,LMM D-029",,,,Lentigo Maligna Melanoma
2509 Invasive,2509,18-83370B,Scraping,Invasive,,"LMM R-028,LMM D-028",,,,Lentigo Maligna Melanoma
448 common & balloon,448,18-85718,,common & balloon,,SM D-25,,Noel/Chenxu,,Nevus Library
1978 Mel,1978,18-88579,Scraping,Mel,,"OM D-46,OM R-46",,Noel/Chenxu,,Oral Mucosal Melanoma
1979 Mel,1979,18-90413,Scraping,Mel,,"OM D-47,OM R-47",,Noel/Chenxu,,Oral Mucosal Melanoma
700 DN,700,18-90550,,DN,,MR-020,,Maisha Rashid,,Dysplastic Nevus
498 DPN-mm,498,18-95536,,DPN-mm,,CGH18-137,,Noel/Chenxu,,Nevus Library
496 nevus or nevus like,496,18-95537,,nevus or nevus like,,CGH18-139,,Noel/Chenxu,,Nevus Library
696 DN,696,18-96108,,DN,,MR-011,,Maisha Rashid,,Dysplastic Nevus
687 DN,687,18-96989,,DN,,MR-001,,Maisha Rashid,,Dysplastic Nevus
2136 ,2136,18-97419C,,,,,,,,
"445 common, sclerotic dermal component ",445,18-113402B,,"common, sclerotic dermal component ",,SM D-22,,Noel/Chenxu,,Nevus Library
694 DN,694,18-119366A,,DN,,MR-009,,Maisha Rashid,,Dysplastic Nevus
698 DN,698,18-119369B,,DN,,MR-015,,Maisha Rashid,,Dysplastic Nevus
717 DN,717,18-120470,,DN,,MR-040,,Maisha Rashid,,Dysplastic Nevus
718 DN,718,18-120587,,DN,,MR-041,,Maisha Rashid,,Dysplastic Nevus
699 DN,699,18-120593B,,DN,,MR-017,,Maisha Rashid,,Dysplastic Nevus
714 DN,714,18-121006,,DN,,MR-037,,Maisha Rashid,,Dysplastic Nevus
697 DN,697,18-121403A,,DN,,MR-012,,Maisha Rashid,,Dysplastic Nevus
712 DN,712,18-121415,,DN,,MR-035,,Maisha Rashid,,Dysplastic Nevus
481 nevus or nevus like,481,18-121943A,,nevus or nevus like,,NLD-017,,Noel/Chenxu,,Nevus Library
482 nevus or nevus like,482,18-121971A,,nevus or nevus like,,NLD-018,,Noel/Chenxu,,Nevus Library
483 nevus or nevus like,483,18-121973,,nevus or nevus like,,NLD-019,,Noel/Chenxu,,Nevus Library
484 nevus or nevus like,484,18-121986,,nevus or nevus like,,NLD-020,,Noel/Chenxu,,Nevus Library
488 nevus or nevus like,488,18-122476,,nevus or nevus like,,NLD-024,,Noel/Chenxu,,Nevus Library
489 nevus or nevus like,489,18-122972,,nevus or nevus like,,NLD-025,,Noel/Chenxu,,Nevus Library
478 nevus or nevus like,478,18-129422,,nevus or nevus like,,NLD-014,,Noel/Chenxu,,Nevus Library
1256 DN,1256,18-135485,Punch,DN,,DN-059,,,,Dysplastic Nevus
1251 DN,1251,18-135488,Scraping,DN,,DN-054,,,,Dysplastic Nevus
1250 DN,1250,18-135492,Scraping,DN,,DN-053,,,,Dysplastic Nevus
1249 DN,1249,18-135600,,DN,,DN-052,,,,Dysplastic Nevus
1257 DN,1257,18-136484,Punch,DN,,DN-060,,,,Dysplastic Nevus
528 Compound,528,18-136508B,,Compound,,LN D-048 (LN-048),,Noel/Chenxu,,Lentiginous Nevi
1253 DN,1253,18-136716B,Scraping,DN,,DN-056,,,,Dysplastic Nevus
1252 DN,1252,18-136721,Scraping,DN,,DN-055,,,,Dysplastic Nevus
1254 DN,1254,18-136800A,Scraping,DN,,DN-057,,,,Dysplastic Nevus
1258 DN,1258,18-136800B,Punch,DN,,DN-061,,,,Dysplastic Nevus
1259 DN,1259,18-137340A,Punch,DN,,DN-062,,,,Dysplastic Nevus
1262 DN,1262,18-137809B,Punch,DN,,DN-065,,,,Dysplastic Nevus
1260 DN,1260,18-137854C,Punch,DN,,DN-063,,,,Dysplastic Nevus
1261 DN,1261,18-137857,Punch,DN,,DN-064,,,,Dysplastic Nevus
2187 Mel,2187,18-139329,,Mel,,"DNA-337,RNA-337",,,,Melanoma Epigenetics
2188 Nevus,2188,18-139329,,Nevus,,"DNA-338,RNA-338",,,,Melanoma Epigenetics
2189 Normal,2189,18-139329,,Normal,,"DNA-339,RNA-339",,,,Melanoma Epigenetics
2648 Invasive,2648,19-360A1,Scraping,Invasive,,,,,,Acral Melanoma
2649 MIS,2649,19-360A1,Scraping,MIS,,,,,,Acral Melanoma
2650 Normal,2650,19-360A2,Scraping,Normal,,AM2 D-550,,,,Acral Melanoma
2690 Invasive,2690,19-360A2,Scraping,Invasive,,,,,,Acral Melanoma
889 Blue Nevus,889,19-488,,Blue Nevus,,DNA-91,,Vivek Mishra,,Melanoma Epigenetics
891 Blue Nevus,891,19-596B,,Blue Nevus,,DNA-93,,Vivek Mishra,,Melanoma Epigenetics
479 nevus or nevus like,479,19-1978C,,nevus or nevus like,,NLD-015,,Noel/Chenxu,,Nevus Library
888 Blue Nevus,888,19-2118,,Blue Nevus,,DNA-90,,Vivek Mishra,,Melanoma Epigenetics
480 nevus or nevus like,480,19-2264A,,nevus or nevus like,,NLD-016,,Noel/Chenxu,,Nevus Library
886 Blue Nevus,886,19-2710,,Blue Nevus,,DNA-88,,Vivek Mishra,,Melanoma Epigenetics
887 Blue Nevus,887,19-4879,,Blue Nevus,,DNA-89,,Vivek Mishra,,Melanoma Epigenetics
2196 Mel,2196,19-5916,,Mel,,"DNA-348,RNA-348",,,,Melanoma Epigenetics
2197 MIS,2197,19-5916,,MIS,,"DNA-350,RNA-350",,,,Melanoma Epigenetics
2198 Nevus,2198,19-5916,,Nevus,,"DNA-351,RNA-351",,,,Melanoma Epigenetics
2199 Normal,2199,19-5916,,Normal,,DNA-353,,,,Melanoma Epigenetics
1263 DN,1263,19-7126B,Punch,DN,,DN-066,,,,Dysplastic Nevus
1264 DN,1264,19-7344,Punch,DN,,DN-067,,,,Dysplastic Nevus
1265 DN,1265,19-7357A,Punch,DN,,DN-068,,,,Dysplastic Nevus
1266 DN,1266,19-7357B,Punch,DN,,DN-069,,,,Dysplastic Nevus
1267 DN,1267,19-7596C,Punch,DN,,DN-070,,,,Dysplastic Nevus
1268 DN,1268,19-7600,Punch,DN,,DN-071,,,,Dysplastic Nevus
1269 DN,1269,19-7601,Punch,DN,,DN-072,,,,Dysplastic Nevus
1270 DN,1270,19-7669,Punch,DN,,DN-073,,,,Dysplastic Nevus
1255 DN,1255,19-7686A,Scraping,DN,,DN-058,,,,Dysplastic Nevus
1468 Nevus,1468,19-9438B,,Nevus,,"SND-18,SNR-18,SND-34,SNR-34,SND-37",,Noel/Chenxu,,Sclerotic Nevi
2156 Capture Area C1,2156,19-10031,,Capture Area C1,,,,,,Spatial Gene Expression
1272 DN,1272,19-15130,,DN,,DN-075,,,,Dysplastic Nevus
1278 DN,1278,19-15378,,DN,,DN-081,,,,Dysplastic Nevus
1283 DN,1283,19-15442,Punch,DN,,DN-086,,,,Dysplastic Nevus
1562 Brain Met 5,1562,19-19590,Scraping,Brain Met 5,,"AM2 D-342,AM2 R-342,AM2 D-462,AM2 R-462",,Noel/Chenxu,,Acral Melanoma
1563 Brain Met 6,1563,19-19590,Scraping,Brain Met 6,,"AM2 D-343,AM2 R-343,AM2 D-463,AM2 R-463",,Noel/Chenxu,,Acral Melanoma
1467 Nevus,1467,19-21355B,,Nevus,,"SND-17,SNR-17",,Noel/Chenxu,,Sclerotic Nevi
1421 NEVUS,1421,19-28178,,NEVUS,,DNPD-06,,Noel/Chenxu,,Deep Penetrating Melanoma
1274 DN,1274,19-29129,Scraping,DN,,DN-077,,,,Dysplastic Nevus
1271 DN,1271,19-29433C,Scraping,DN,,DN-074,,,,Dysplastic Nevus
1275 DN,1275,19-30025B,Scraping,DN,,DN-078,,,,Dysplastic Nevus
1281 DN,1281,19-30079A,Punch,DN,,DN-084,,,,Dysplastic Nevus
2193 Mel,2193,19-36210A,,Mel,,"DNA-344,RNA-344",,,,Melanoma Epigenetics
2194 Nevus,2194,19-36210A,,Nevus,,"DNA-346,RNA-346",,,,Melanoma Epigenetics
2195 Normal,2195,19-36210A,,Normal,,DNA-347,,,,Melanoma Epigenetics
2238 Mel,2238,19-36210A,,Mel,,,,,,Melanoma Epigenetics
2240 Normal,2240,19-36210A,,Normal,,RNA-347,,,,Melanoma Epigenetics
2239 Nevus,2239,19-36210A,,Nevus,,,,,,Melanoma Epigenetics
1280 DN,1280,19-37409B,Punch,DN,,DN-083,,,,Dysplastic Nevus
1284 DN,1284,19-37607D,Punch,DN,,DN-087,,,,Dysplastic Nevus
1276 DN,1276,19-37607E,Scraping,DN,,DN-079,,,,Dysplastic Nevus
1279 DN,1279,19-37607F,Punch,DN,,DN-082,,,,Dysplastic Nevus
1273 DN,1273,19-37609,Scraping,DN,,DN-076,,,,Dysplastic Nevus
1282 DN,1282,19-38090,Punch,DN,,DN-085,,,,Dysplastic Nevus
1277 DN,1277,19-38447,Scraping,DN,,DN-080,,,,Dysplastic Nevus
1822 Invasive Mel 1,1822,19-43366A1,Scraping,Invasive Mel 1,,"AM2 D-381,AM2 R-381",,Noel/Chenxu,,Acral Melanoma
1823 Invasive Mel 2,1823,19-43366A1,Scraping,Invasive Mel 2,,"AM2 D-382,AM2 R-382",,Noel/Chenxu,,Acral Melanoma
1824 Normal,1824,19-43366G,Scraping,Normal,,"AM2 D-431,AM2 R-431",,Noel/Chenxu,,Acral Melanoma
1460 Nevus,1460,19-43600A,,Nevus,,"SND-10,SNR-10",,Noel/Chenxu,,Sclerotic Nevi
1463 Nevus,1463,19-43600B,,Nevus,,"SND-13,SNR-13",,Noel/Chenxu,,Sclerotic Nevi
1588 MIS2,1588,19-44348A1,Scraping,MIS2,,"AM2 D-434,AM2 R-434,AM2 D-475,AM2 R-475",,Noel/Chenxu,,Acral Melanoma
1587 MIS1,1587,19-44348A1,Scraping,MIS1,,"AM2 D-433,AM2 R-433",,Noel/Chenxu,,Acral Melanoma
1589 Primary Mel 1,1589,19-44348A1,Scraping,Primary Mel 1,,"AM2 D-435,AM2 R-435,AM2 R-509,AM2 D-509",,Noel/Chenxu,,Acral Melanoma
1590 Primary Mel 2,1590,19-44348A1,Scraping,Primary Mel 2,,"AM2 D-436,AM2 R-436",,Noel/Chenxu,,Acral Melanoma
1591 Normal,1591,19-44348A1,Scraping,Normal,,AM2 D-437,,Noel/Chenxu,,Acral Melanoma
1592 In Transit Met,1592,19-44348A1,Scraping,In Transit Met,,"AM2 D-438,AM2 R-438",,Noel/Chenxu,,Acral Melanoma
1003 Tumor,1003,19-44904,,Tumor,,CGH19-097_1,,Iwei,Atypical Spitz tumor-nodule,Atypical Spitz Progression
1134 Nevus,1134,19-44904,,Nevus,,CGH19-097_2,,Noel/Chenxu,Atypical Spitz tumor-nevus,Atypical Spitz Progression
1597 MIS1,1597,19-44987A1,Scraping,MIS1,,"AM2 D-393,AM2 R-393",,Noel/Chenxu,,Acral Melanoma
1599 Invasive Mel 2,1599,19-44987A1,Scraping,Invasive Mel 2,,"AM2 D-395,AM2 R-395",,Noel/Chenxu,,Acral Melanoma
1598 Invasive Mel 1,1598,19-44987A1,Scraping,Invasive Mel 1,,"AM2 D-394,AM2 R-394",,Noel/Chenxu,,Acral Melanoma
1602 Metastatic Mel 2,1602,19-51759,Scraping,Metastatic Mel 2,,"AM2 D-405,AM2 R-405,AM2 D-478,AM2 R-478",,Noel/Chenxu,,Acral Melanoma
1603 Normal 2,1603,19-51759,Scraping,Normal 2,,"AM2 D-406,AM2 D-476,AM2 R-476",,Noel/Chenxu,,Acral Melanoma
1593 Normal,1593,19-52004A1,Scraping,Normal,,AM2 D-399,,Noel/Chenxu,,Acral Melanoma
1594 MIS1,1594,19-52004A1,Scraping,MIS1,,"AM2 D-400,AM2 R-400",,Noel/Chenxu,,Acral Melanoma
1596 Invasive Primary Mel 2,1596,19-52004A1,Scraping,Invasive Primary Mel 2,,"AM2 D-402,AM2 R-402",,Noel/Chenxu,,Acral Melanoma
1595 Invasive Primary Mel 1,1595,19-52004A1,Scraping,Invasive Primary Mel 1,,"AM2 D-401,AM2 R-401",,Noel/Chenxu,,Acral Melanoma
1445 Nevus,1445,19-53945B,,Nevus,,"SND-01,SNR-01",,Noel/Chenxu,,Sclerotic Nevi
1459 Nevus,1459,19-59869A,,Nevus,,"SND-09,SNR-09",,Noel/Chenxu,,Sclerotic Nevi
1452 Nevus,1452,19-69103,,Nevus,,"SND-02,SNR-02",,Noel/Chenxu,,Sclerotic Nevi
2022 Compound Nevus,2022,19-72316,Scraping,Compound Nevus,,"OM-23D,OM-23D-2",,Noel/Chenxu,,Oral Mucosal Melanoma
2511 Normal,2511,19-75051,Scraping,Normal,,LMM D-030,,,,Lentigo Maligna Melanoma
1464 Nevus,1464,19-78038,,Nevus,,"SND-14,SNR-14",,Noel/Chenxu,,Sclerotic Nevi
1461 Nevus,1461,19-79825,,Nevus,,"SND-11,SNR-11,SND-31,SNR-31,SND-43",,Noel/Chenxu,,Sclerotic Nevi
1462 Nevus,1462,19-80535A,,Nevus,,"SND-12,SNR-12,SND-32,SNR-32,SND-42",,Noel/Chenxu,,Sclerotic Nevi
878 DPN-mm,878,19-88385,,DPN-mm,,DNPD-01,,Noel/Chenxu,,Deep Penetrating Melanoma
1465 Nevus,1465,19-89855A,,Nevus,,"SND-15,SNR-15",,Noel/Chenxu,,Sclerotic Nevi
1997 Lentiginous junctional melanocytic nevus,1997,19-94975,Scraping,Lentiginous junctional melanocytic nevus,,OM D-63,,Noel/Chenxu,,Oral Mucosal Melanoma
1458 Nevus,1458,19-97163,,Nevus,,"SND-08,SNR-08,SND-30,SNR-30,SND-36",,Noel/Chenxu,,Sclerotic Nevi
1454 Nevus,1454,19-103058B,,Nevus,,"SND-04,SNR-04,SND-39",,Noel/Chenxu,,Sclerotic Nevi
1453 Nevus,1453,19-104449D,,Nevus,,"SND-03,SNR-03,SND-29,SNR-29,SND-35",,Noel/Chenxu,,Sclerotic Nevi
1466 Nevus,1466,19-105255,,Nevus,,"SND-16,SNR-16,SND-33,SNR-33",,Noel/Chenxu,,Sclerotic Nevi
879 DPN-mm,879,19-109646,,DPN-mm,,DNPD-02,,Noel/Chenxu,,Deep Penetrating Melanoma
2597 Spitz Nevus,2597,19-111428,Scraping,Spitz Nevus,,"DMS-033,RMS-033",,,,Superficial Congenital Nevi
1456 Nevus,1456,19-115700A,,Nevus,,"SND-06,SNR-06,SND-41",,Noel/Chenxu,,Sclerotic Nevi
1483 Nevus,1483,19-117072A,,Nevus,,"SND-23,SNR-23",,Noel/Chenxu,,Sclerotic Nevi
1457 Nevus,1457,19-117270,,Nevus,,"SND-07,SNR-07",,Noel/Chenxu,,Sclerotic Nevi
2023 Intramucosal Nevus,2023,19-122139,Scraping,Intramucosal Nevus,,"OM-24D,OM-24D-2",,Noel/Chenxu,,Oral Mucosal Melanoma
1420 NEVUS,1420,19-135490,,NEVUS,,DNPD-05,,Noel/Chenxu,,Deep Penetrating Melanoma
1431 Normal,1431,19-135629A,,Normal,,"DNA-99,RNA-99",,Noel/Chenxu,,Melanoma Epigenetics
806 MELANOMA,806,19Rig750007.01.01.02,Scraping,MELANOMA,,CM D-01,,Noel/Chenxu,,Conjunctival Melanoma
807 PAM,807,19Rig750007.01.01.03,Scraping,PAM,,CM D-02,,Noel/Chenxu,,Conjunctival Melanoma
808 MELANOMA,808,19Rig750007.01.04.02,Scraping,MELANOMA,,CM D-03,,Noel/Chenxu,,Conjunctival Melanoma
809 MELANOMA,809,19Rig750007.01.05.02,Scraping,MELANOMA,,CM D-04,,Noel/Chenxu,,Conjunctival Melanoma
810 NORMAL,810,19Rig750007.01.05.03,Scraping,NORMAL,,CM D-05,,Noel/Chenxu,,Conjunctival Melanoma
811 MELANOMA,811,19Rig750007.01.07.02,Scraping,MELANOMA,,CM D-06,,Noel/Chenxu,,Conjunctival Melanoma
996 Normal,996,19Rig750007.01.07.03,Scraping,Normal,,CM D-85,,Noel/Chenxu,,Conjunctival Melanoma
812 MELANOMA,812,19Rig750007.01.08.03,Scraping,MELANOMA,,CM D-07,,Noel/Chenxu,,Conjunctival Melanoma
980 Normal,980,19Rig750007.01.08.05,Scraping,Normal,,CM D-69,,Noel/Chenxu,,Conjunctival Melanoma
813 MELANOMA,813,19Rig750007.01.10.03,Scraping,MELANOMA,,CM D-08,,Noel/Chenxu,,Conjunctival Melanoma
814 MELANOMA,814,19Rig750007.01.11.02,Scraping,MELANOMA,,CM D-09,,Noel/Chenxu,,Conjunctival Melanoma
815 MELANOMA,815,19Rig750007.01.12.02,Scraping,MELANOMA,,CM D-10,,Noel/Chenxu,,Conjunctival Melanoma
816 MELANOMA,816,19Rig750007.01.13.03,Scraping,MELANOMA,,CM D-11,,Noel/Chenxu,,Conjunctival Melanoma
981 Normal,981,19Rig750007.01.13.04,Scraping,Normal,,CM D-70,,Noel/Chenxu,,Conjunctival Melanoma
883 Normal,883,19Rig750007.01.14.04,Scraping,Normal,,CM D-68,,Noel/Chenxu,,Conjunctival Melanoma
818 MELANOMA,818,19Rig750007.01.15.01,Scraping,MELANOMA,,CM D-13,,Noel/Chenxu,,Conjunctival Melanoma
982 Normal,982,19Rig750007.01.15.03,Scraping,Normal,,CM D-71,,Noel/Chenxu,,Conjunctival Melanoma
819 MELANOMA,819,19Rig750007.01.16.02,Scraping,MELANOMA,,CM D-14,,Noel/Chenxu,,Conjunctival Melanoma
820 NORMAL,820,19Rig750007.01.16.03,Scraping,NORMAL,,CM D-15,,Noel/Chenxu,,Conjunctival Melanoma
821 MELANOMA,821,19rig750007.01.17.01,Scraping,MELANOMA,,CM D-16,,Noel/Chenxu,,Conjunctival Melanoma
825 MELANOMA,825,19Rig750007.02.02.03,Scraping,MELANOMA,,CM D-19,,Noel/Chenxu,,Conjunctival Melanoma
826 NORMAL,826,19Rig750007.02.02.04,Scraping,NORMAL,,CM D-20,,Noel/Chenxu,,Conjunctival Melanoma
827 MELANOMA,827,19Rig750007.02.03.02,Scraping,MELANOMA,,CM D-21,,Noel/Chenxu,,Conjunctival Melanoma
983 Normal,983,19Rig750007.02.03.03,Scraping,Normal,,CM D-72,,Noel/Chenxu,,Conjunctival Melanoma
828 MELANOMA,828,19Rig750007.02.04.02,Scraping,MELANOMA,,CM D-22,,Noel/Chenxu,,Conjunctival Melanoma
829 MELANOMA,829,19Rig750007.02.05.03,Scraping,MELANOMA,,CM D-23,,Noel/Chenxu,,Conjunctival Melanoma
830 MELANOMA,830,19Rig750007.02.08.02,Scraping,MELANOMA,,CM D-24,,Noel/Chenxu,,Conjunctival Melanoma
831 MELANOMA,831,19Rig750007.02.09.02,Scraping,MELANOMA,,CM D-25,,Noel/Chenxu,,Conjunctival Melanoma
832 NORMAL,832,19Rig750007.02.09.03,Scraping,NORMAL,,CM D-26,,Noel/Chenxu,,Conjunctival Melanoma
